0.009852216749,0.01963534362,0.01609195402,0.0141271443,0.004539559014,0.007434944238,0.00621669627,0.0006586375612,0.003543406732,0.005083514887,0.003672612802,0.004765146358,0.004413619168,0.003651538863,0.003371057067,0.004335707649,0.002789956158,0.003384094755,0.001230444718,0.00275211323,0.002532103455,0.002465656921,0.002702181046,0.001053661474,0.002446696959,0.002370872142,0.001956126869,0.0009675858732,0.001797175866,0.001726476754,0.0009074998379
0.1374596073,0.1419768935,0.1194900605,0.116519174,0.08387683907,0.06697347705,0.06830533597,0.06455001751,0.04967660798,0.05762817841,0.0579968537,0.0372741979,0.03754243041,0.03022683793,0.03541239754,0.04900310146,0.03318331833,0.02174254934,0.01958700811,0.02748645559,0.02672917976,0.02018690224,0.01714941388,0.01797964691,0.01731100329,0.01639538676,0.0216328287,0.02253831105,0.01188301781,0.01923277571,0.01876548237
0.2269964243,0.2850194553,0.2993085023,0.2861328125,0.2681638975,0.2384649095,0.198313115,0.2096081884,0.1541106975,0.1244323936,0.1246074326,0.1284697629,0.1143328831,0.1099183332,0.103107574,0.1272721198,0.06055740155,0.0880510414,0.06768066241,0.09003238235,0.06324721041,0.06759178748,0.06674961447,0.07515192171,0.06832286996,0.06389867472,0.06000598642,0.05317678594,0.06012058842,0.04869909864,0.05080698946
0.2710516717,0.3714304755,0.4135871178,0.3960139264,0.3819427788,0.3591288379,0.3415448724,0.2951752992,0.2339496715,0.2319006408,0.2049156219,0.2072202703,0.1850462325,0.1744717483,0.152500171,0.2136668583,0.1345297433,0.1163412063,0.1295740922,0.1335018025,0.1127132269,0.114622108,0.1073416405,0.1014913686,0.1015449924,0.09869929785,0.1082064922,0.0958337632,0.09375420536,0.08345874232,0.09056048875
0.3217897382,0.4880633218,0.5840335217,0.5850549835,0.5616748872,0.5578229875,0.5565121551,0.5141303721,0.3594830944,0.3355064378,0.3388283258,0.3088116504,0.2987185498,0.287981835,0.255494453,0.3042371051,0.1993637881,0.2076862782,0.1920953837,0.1842270121,0.2002064833,0.1758428775,0.1781382717,0.1785209201,0.1802208903,0.1489452886,0.1579341847,0.1522717574,0.1398624424,0.1233868328,0.1357744078
0.4660128189,0.7332845984,0.9522696108,0.7767548577,0.7224289468,0.6603718379,0.6613393566,0.5958572591,0.5905176173,0.6331100903,0.5687660129,0.482690097,0.4429352937,0.3616534024,0.3329522334,0.5190448356,0.2906360329,0.3073566545,0.30136308,0.2643130749,0.2338039598,0.2403011361,0.2374579154,0.2440086852,0.2346283294,0.2400838589,0.243536944,0.2278537987,0.2055057497,0.2095111008,0.20890267
0.4849444316,0.7910300458,1.047305595,1.074077059,0.8058663441,0.7863850631,0.8099442309,0.7866462011,0.7780794721,0.8128469469,0.7739668341,0.6313856724,0.5791212134,0.5587939277,0.5303034072,0.5822495808,0.3798203514,0.3748004697,0.3733107339,0.4070893114,0.367083682,0.332165871,0.331854619,0.3444142535,0.3260417431,0.3151067993,0.311743306,0.320573544,0.271679571,0.2727863617,0.2861038348
0.4491290852,0.7310419691,0.9765223901,1.134184079,1.078722213,1.094507905,1.115684558,1.174775388,0.8603180208,0.833499361,0.813985368,0.8374472387,0.7774263484,0.5574799864,0.503332908,0.7870625068,0.5233003667,0.5201784711,0.4922800803,0.4869766635,0.4714674377,0.3201703782,0.3101194855,0.4343544514,0.3924768247,0.3948688124,0.4363324141,0.3688568572,0.3604181397,0.363930328,0.3508376623
0.5248061634,0.949283674,1.243911985,1.37552255,1.13732708,1.226378074,1.173516161,1.231229833,1.141045226,1.185680666,1.246049388,1.000344867,0.9546189435,0.9091099961,0.7256676933,0.8874555187,0.6235291908,0.6448465201,0.6094863708,0.6205878748,0.5187826443,0.5171053634,0.5163626874,0.5395347745,0.5388011333,0.51010934,0.5533599547,0.4892470741,0.4438938942,0.4413046721,0.4249400855
0.3213853769,0.8256064143,1.101799805,1.297224566,1.326980271,1.370704412,1.45572056,1.348798952,1.176738583,1.201716233,1.191225521,1.258451052,1.09877601,1.055457388,1.029109111,0.9717022988,0.7626617099,0.7317825223,0.7782867472,0.7296373878,0.6970543397,0.6523686465,0.43238558,0.7546971793,0.6594208976,0.6959377598,0.6546016088,0.6699907249,0.6003917985,0.5922422405,0.5603898092
